window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
0,20,24.566667556762695,12.408823013305664,3.0,58.0,30.0,58.0,0.9655172228813171,737.0
0,21,8.699999809265137,6.181423664093018,0.0,24.0,9.0,15.0,0.2068965584039688,261.0
0,22,15.366666793823242,11.516606330871582,0.0,43.0,26.0,16.0,-0.3448275923728943,461.0
0,23,16.899999618530273,9.325056076049805,0.0,44.0,24.0,16.0,-0.27586206793785095,507.0
0,24,40.599998474121094,17.621198654174805,6.0,85.0,44.0,58.0,0.48275861144065857,1218.0
0,25,87.76667022705078,31.10271453857422,26.0,163.0,104.0,123.0,0.6551724076271057,2633.0
0,26,84.86666870117188,36.64126205444336,25.0,181.0,85.0,106.0,0.7241379022598267,2546.0
0,27,53.83333206176758,20.162809371948242,18.0,105.0,40.0,96.0,1.9310344457626343,1615.0
0,28,6.066666603088379,5.870453357696533,0.0,29.0,11.0,6.0,-0.17241379618644714,182.0
0,29,6.833333492279053,4.211756229400635,1.0,18.0,8.0,18.0,0.3448275923728943,205.0
0,30,25.733333587646484,8.394177436828613,13.0,50.0,28.0,31.0,0.1034482792019844,772.0
0,31,15.233333587646484,13.325873374938965,0.0,48.0,15.0,48.0,1.137930989265442,457.0
0,32,7.5333333015441895,8.052881240844727,0.0,28.0,5.0,20.0,0.517241358757019,226.0
0,33,138.0,50.17369842529297,48.0,258.0,161.0,183.0,0.7586206793785095,4140.0
1,0,125.63333129882812,50.49388122558594,40.0,233.0,186.0,90.0,-3.310344934463501,3769.0
1,1,4.166666507720947,3.3673267364501953,0.0,11.0,10.0,4.0,-0.2068965584039688,125.0
1,2,6.633333206176758,3.851262331008911,0.0,15.0,9.0,5.0,-0.13793103396892548,199.0
1,3,12.5,6.72681188583374,0.0,25.0,13.0,15.0,0.06896551698446274,375.0
1,4,5.800000190734863,4.10203218460083,0.0,20.0,8.0,5.0,-0.1034482792019844,174.0
1,5,92.53333282470703,32.36946487426758,30.0,180.0,118.0,53.0,-2.2413792610168457,2776.0
1,6,19.0,11.006058692932129,4.0,44.0,26.0,4.0,-0.7586206793785095,570.0
1,7,35.599998474121094,13.47986125946045,11.0,64.0,54.0,18.0,-1.2413792610168457,1068.0
